4su_labelling,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Method,Molecule,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
60min 4sU,SRR8724476,RNA-Seq,302,878682288,PRJNA526921,SAMN11120730,350160994,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517683,GSM3670270,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670270,Jurkat,SRP188374
60min 4sU,SRR8724477,RNA-Seq,302,899020176,PRJNA526921,SAMN11120729,359490927,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517684,GSM3670271,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670271,Jurkat,SRP188374
no 4sU labelling,SRR8724478,RNA-Seq,302,845836768,PRJNA526921,SAMN11120728,335874776,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517685,GSM3670272,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670272,Jurkat,SRP188374
60min 4sU,SRR8724479,RNA-Seq,302,791868462,PRJNA526921,SAMN11120727,315355309,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517686,GSM3670273,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670273,Jurkat,SRP188374
60min 4sU,SRR8724480,RNA-Seq,302,815733106,PRJNA526921,SAMN11120726,324743501,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517687,GSM3670274,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670274,Jurkat,SRP188374
60min 4sU,SRR8724481,RNA-Seq,302,686372010,PRJNA526921,SAMN11120725,287993276,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517688,GSM3670275,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670275,Jurkat,SRP188374
60min 4sU,SRR8724482,RNA-Seq,302,909682890,PRJNA526921,SAMN11120724,364520791,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517689,GSM3670276,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670276,Jurkat,SRP188374
60min 4sU,SRR8724483,RNA-Seq,302,729738908,PRJNA526921,SAMN11120723,291427850,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517690,GSM3670277,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670277,Jurkat,SRP188374
60min 4sU,SRR8724484,RNA-Seq,302,817291728,PRJNA526921,SAMN11120722,326395365,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517691,GSM3670278,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670278,Jurkat,SRP188374
60min 4sU,SRR8724485,RNA-Seq,302,853201944,PRJNA526921,SAMN11120721,339901330,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517692,GSM3670279,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670279,Jurkat,SRP188374
no 4sU labelling,SRR8724486,RNA-Seq,302,825784572,PRJNA526921,SAMN11120720,328385545,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517693,GSM3670280,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670280,Jurkat,SRP188374
60min 4sU,SRR8724487,RNA-Seq,302,680595656,PRJNA526921,SAMN11120719,270070811,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517694,GSM3670281,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670281,Jurkat,SRP188374
60min 4sU,SRR8724488,RNA-Seq,302,690304654,PRJNA526921,SAMN11120718,273275620,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517695,GSM3670282,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670282,Jurkat,SRP188374
60min 4sU,SRR8724489,RNA-Seq,302,904059952,PRJNA526921,SAMN11120717,361867253,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517696,GSM3670283,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670283,Jurkat,SRP188374
no 4sU labelling,SRR8724490,RNA-Seq,302,29243566,PRJNA526921,SAMN11120716,11710386,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517697,GSM3670284,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670284,Jurkat,SRP188374
60min 4sU,SRR8724491,RNA-Seq,302,552048450,PRJNA526921,SAMN11120715,218286182,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517698,GSM3670285,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670285,Jurkat,SRP188374
60min 4sU,SRR8724492,RNA-Seq,302,705993554,PRJNA526921,SAMN11120714,280217500,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517699,GSM3670286,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670286,Jurkat,SRP188374
60min 4sU,SRR8724493,RNA-Seq,302,572984902,PRJNA526921,SAMN11120649,229010408,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517700,GSM3670287,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670287,Jurkat,SRP188374
60min 4sU,SRR8724494,RNA-Seq,302,673532782,PRJNA526921,SAMN11120648,269969733,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517701,GSM3670288,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670288,Jurkat,SRP188374
60min 4sU,SRR8724495,RNA-Seq,302,756406716,PRJNA526921,SAMN11120647,300670188,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517702,GSM3670289,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670289,Jurkat,SRP188374
60min 4sU,SRR8724496,RNA-Seq,302,780434742,PRJNA526921,SAMN11120646,310593121,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517703,GSM3670290,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670290,Jurkat,SRP188374
60min 4sU,SRR8724497,RNA-Seq,302,864612410,PRJNA526921,SAMN11120645,344400420,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517704,GSM3670291,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670291,Jurkat,SRP188374
no 4sU labelling,SRR8724498,RNA-Seq,302,771322798,PRJNA526921,SAMN11120644,307242938,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517705,GSM3670292,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670292,Jurkat,SRP188374
Negative control,SRR8724499,RNA-Seq,302,343240516,PRJNA526921,SAMN11120643,136083023,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517706,GSM3670293,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670293,Negative control,SRP188374
60min 4sU,SRR8724500,RNA-Seq,302,820198780,PRJNA526921,SAMN11120642,325940405,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517707,GSM3670294,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670294,Jurkat,SRP188374
60min 4sU,SRR8724501,RNA-Seq,302,877355602,PRJNA526921,SAMN11120641,350438122,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517708,GSM3670295,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670295,Jurkat,SRP188374
no 4sU labelling,SRR8724502,RNA-Seq,302,751770412,PRJNA526921,SAMN11120640,300939259,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517709,GSM3670296,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670296,Jurkat,SRP188374
Negative control,SRR8724503,RNA-Seq,302,314392872,PRJNA526921,SAMN11120700,123901710,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517710,GSM3670297,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670297,Negative control,SRP188374
60min 4sU,SRR8724504,RNA-Seq,302,757566094,PRJNA526921,SAMN11120699,301552829,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517711,GSM3670298,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670298,Jurkat,SRP188374
60min 4sU,SRR8724505,RNA-Seq,302,760790548,PRJNA526921,SAMN11120698,313244976,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517712,GSM3670299,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670299,Jurkat,SRP188374
60min 4sU,SRR8724506,RNA-Seq,302,661638512,PRJNA526921,SAMN11120697,264026906,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517713,GSM3670300,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670300,Jurkat,SRP188374
60min 4sU,SRR8724507,RNA-Seq,302,638144724,PRJNA526921,SAMN11120696,253771599,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517714,GSM3670301,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670301,Jurkat,SRP188374
60min 4sU,SRR8724508,RNA-Seq,302,784457382,PRJNA526921,SAMN11120695,313776545,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517715,GSM3670302,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670302,Jurkat,SRP188374
60min 4sU,SRR8724509,RNA-Seq,302,868128294,PRJNA526921,SAMN11120694,346698356,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517716,GSM3670303,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670303,Jurkat,SRP188374
no 4sU labelling,SRR8724510,RNA-Seq,302,900036708,PRJNA526921,SAMN11120693,359365204,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517717,GSM3670304,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670304,Jurkat,SRP188374
60min 4sU,SRR8724511,RNA-Seq,302,622994894,PRJNA526921,SAMN11120692,247877123,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517718,GSM3670305,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670305,Jurkat,SRP188374
60min 4sU,SRR8724512,RNA-Seq,302,782440022,PRJNA526921,SAMN11120691,311958496,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517719,GSM3670306,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670306,Jurkat,SRP188374
60min 4sU,SRR8724513,RNA-Seq,302,611258268,PRJNA526921,SAMN11120690,245038633,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517720,GSM3670307,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670307,Jurkat,SRP188374
no 4sU labelling,SRR8724514,RNA-Seq,302,73813330,PRJNA526921,SAMN11120689,30679633,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517721,GSM3670308,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670308,Jurkat,SRP188374
60min 4sU,SRR8724515,RNA-Seq,302,711283386,PRJNA526921,SAMN11120688,282817831,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517722,GSM3670309,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670309,Jurkat,SRP188374
60min 4sU,SRR8724516,RNA-Seq,302,674248824,PRJNA526921,SAMN11120687,268269146,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517723,GSM3670310,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670310,Jurkat,SRP188374
60min 4sU,SRR8724517,RNA-Seq,302,612593712,PRJNA526921,SAMN11120686,251778300,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517724,GSM3670311,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670311,Jurkat,SRP188374
60min 4sU,SRR8724518,RNA-Seq,302,746250154,PRJNA526921,SAMN11120685,298419520,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517725,GSM3670312,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670312,Jurkat,SRP188374
60min 4sU,SRR8724519,RNA-Seq,302,677886414,PRJNA526921,SAMN11120684,268330461,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517726,GSM3670313,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670313,Jurkat,SRP188374
60min 4sU,SRR8724520,RNA-Seq,302,883285372,PRJNA526921,SAMN11120683,354746912,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517727,GSM3670314,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670314,Jurkat,SRP188374
60min 4sU,SRR8724521,RNA-Seq,302,894792478,PRJNA526921,SAMN11120682,357029960,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517728,GSM3670315,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670315,Jurkat,SRP188374
no 4sU labelling,SRR8724522,RNA-Seq,302,857814692,PRJNA526921,SAMN11120681,342630429,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517729,GSM3670316,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670316,Jurkat,SRP188374
60min 4sU,SRR8724523,RNA-Seq,302,660670602,PRJNA526921,SAMN11120628,263143610,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517730,GSM3670317,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670317,Jurkat,SRP188374
60min 4sU,SRR8724524,RNA-Seq,302,727244086,PRJNA526921,SAMN11120627,289717801,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517731,GSM3670318,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670318,Jurkat,SRP188374
60min 4sU,SRR8724525,RNA-Seq,302,803627436,PRJNA526921,SAMN11120626,319038274,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517732,GSM3670319,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670319,Jurkat,SRP188374
no 4sU labelling,SRR8724526,RNA-Seq,302,839412624,PRJNA526921,SAMN11120625,336203491,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517733,GSM3670320,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670320,Jurkat,SRP188374
60min 4sU,SRR8724527,RNA-Seq,302,810306770,PRJNA526921,SAMN11120624,324697461,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517734,GSM3670321,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670321,Jurkat,SRP188374
60min 4sU,SRR8724528,RNA-Seq,302,612732028,PRJNA526921,SAMN11120623,245575939,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517735,GSM3670322,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670322,Jurkat,SRP188374
60min 4sU,SRR8724529,RNA-Seq,302,910080624,PRJNA526921,SAMN11120622,362932869,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517736,GSM3670323,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670323,Jurkat,SRP188374
60min 4sU,SRR8724530,RNA-Seq,302,786126838,PRJNA526921,SAMN11120621,315534431,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517737,GSM3670324,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670324,Jurkat,SRP188374
60min 4sU,SRR8724531,RNA-Seq,302,877669078,PRJNA526921,SAMN11120620,350644496,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517738,GSM3670325,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670325,Jurkat,SRP188374
60min 4sU,SRR8724532,RNA-Seq,302,381601462,PRJNA526921,SAMN11120619,153282595,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517739,GSM3670326,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670326,Jurkat,SRP188374
60min 4sU,SRR8724533,RNA-Seq,302,485680930,PRJNA526921,SAMN11120669,192746706,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517740,GSM3670327,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670327,Jurkat,SRP188374
no 4sU labelling,SRR8724534,RNA-Seq,302,637046350,PRJNA526921,SAMN11120668,255096131,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517741,GSM3670328,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670328,Jurkat,SRP188374
60min 4sU,SRR8724535,RNA-Seq,302,579847550,PRJNA526921,SAMN11120667,231414726,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517742,GSM3670329,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670329,Jurkat,SRP188374
60min 4sU,SRR8724536,RNA-Seq,302,744240948,PRJNA526921,SAMN11120666,296898479,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517743,GSM3670330,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670330,Jurkat,SRP188374
60min 4sU,SRR8724537,RNA-Seq,302,591482100,PRJNA526921,SAMN11120665,234181553,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517744,GSM3670331,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670331,Jurkat,SRP188374
no 4sU labelling,SRR8724538,RNA-Seq,302,751261542,PRJNA526921,SAMN11120664,300656140,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517745,GSM3670332,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670332,Jurkat,SRP188374
60min 4sU,SRR8724539,RNA-Seq,302,693644472,PRJNA526921,SAMN11120663,278229032,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517746,GSM3670333,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670333,Jurkat,SRP188374
60min 4sU,SRR8724540,RNA-Seq,302,560825476,PRJNA526921,SAMN11120662,223537688,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517747,GSM3670334,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670334,Jurkat,SRP188374
60min 4sU,SRR8724541,RNA-Seq,302,865790210,PRJNA526921,SAMN11120661,345046203,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517748,GSM3670335,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670335,Jurkat,SRP188374
60min 4sU,SRR8724542,RNA-Seq,302,809681630,PRJNA526921,SAMN11120660,324873573,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517749,GSM3670336,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670336,Jurkat,SRP188374
